index,rating,text
,4,"룸상태브타 직원들의 친절함, 주변환경 모든게 만족하였습니다.다만 화장실 손잡이의 은박이 까져 손이 베어 프론트에 이야기하였지만 아무런 조치가 없던 것은 매우 아쉽습니다"
,5,"실내외 수영장 시설과 물이 만족도가좋았고,찜질방역시 아주좋았다. 그리고 호텔직원들에 친절도가 너무너무 만족했다. 아침식사도 너무너무 맛있게 먹었다 다음에도 꼭 이곳으로 오겠다."
,5,한적하고 고요하게 머물다 오기 좋았습니다.너무 유명해지진 않았으면 좋겠어서 리뷰를 쓸까말까 망설였습니다.3월 프로모션 패키지 구성이 너무 좋았습니다.영양주사 놓아주시는 간호사 님들이 너무 친절했습니다.
,5,"바쁜 연휴 기간에 방문하였지만,편안히 잘 쉬었습니다.붐비는 시간에 체크인을 하게 되어 약간의 기다림으로 지쳐있었지만 친절히 응대해주셨던 직원분인 케빈 님 덕분에 지쳐있던 것이 눈녹듯 사라졌습니다.감사했습니다.부대시설들은 안전하게 이용할 수 있어서 좋았으며,산책로는 아침, 저녁 모두 좋았습니다 ! 또한 베이커리에서 구매한 케이크종류도 훌륭하였습니다. 호텔 어디에서든 친절하신 직원분들 덕분에 우리 가족은 정말 좋은 시간 보냈습니다."
,5,첫 신행때 좋은 객실 쓰고 싶어서 전화해서 요청했을때 정진아라는 직원분이 친절하게 대해주셨어요 아주 좋은 여행이였고 덕분에 좋은 추억도 만들었어요
,5,직원 객실 식사 최고였어요. 직원들 너무 바쁜고 빠르게 움직이는게 보이는데 너무 친절하고 표정들도 너무 좋아서 감동했어요. 좋은기운 받아가는거 같아서 행복합니다.
,5,"롯데호텔 고급스러움의 끝판 왕 인거같아요.정말 편하고 재미있게 놀다갑니다~데스크에서 체크인 도와주신 장희진 직원분!정말 감사하단 말 전해드리고싶고 얼타는 저희에게 하나하나 자세하게 설명해주시고,하나라도 더 편하고 행복한 날들 보낼 수 있게 도와주신 것 같아 너무 감사해서 선물이라도 드리려하였으나..받으실 수 없다하셔서이렇게 리뷰 글로라도 칭찬남깁니다."
,5,체크인부터 체크아웃 할때까지 직원분들 너무 친절해서 좋았습니다~ 제주도 좋다는 호텔 여러군데 가봤는데 그중에서도 단연 친절도가 최고인거 같습니다. 호텔머무는 내내 기분좋게 있다갈수 있었구요
,5,"말로 표현할수 없을정도로 최고의 신혼여행이되었습니다.위치부터 청결함, 서비스는 롯데호텔이 최곤거같습니다. 제일 기억에 남았던건 온수풀에서 평소 스트레스를 확 날려버리고 룸서비스로 테라스 뷰를 보면서 하루를 마무리하는거였습니다. 침대도 안락해 편안한 잠을 잔후 조식까지도 실망시키지 않았습니다. 앞으로 제주도 방문하게되면 1박이라도 꼭 롯데호텔 재방문 할거같습니다."
,5,신혼여행으로 롯데호텔을 방문했습니다.제주 전지역을 도느라 하루만 머물은게 후회될정도로 좋았습니다. 수영장도 시설도 깔끔하고 직원들도 정말 친절했습니다. 조식도 맛있고 재방문의사가 있을정도로 좋았습니다.
,5,체크인시 건네주시는 써프라이즈 꽃선물 감사합니다. 흐린날씨였지만 객실뷰도 수영장 물놀이도 모두 전혀 아쉬움없이 즐거웠습니다. 호텔바로 옆 엉덩물계곡 유채꽃도 장관이었습니다. 조식먹고 산책하기 좋은 코스였어요. 여름보다 봄에 중문 롯데호텔을 오길 참 잘한것같아요. 직원들도 날 가만두지않을 정도로 서비스가 좋아서 대우받는 기분 좋았어요. 감사합니다.
,5,"곧 있으면 아내가 출산이라 태교여행 겸 첫째도 데리고 같이 다녀왔습니다. 싱글일때, 커플일때 와도 좋은곳이지만 가족이랑 함께 오기엔 더없이 좋은곳 같아요. 비 오거나 날이 너무 추울때 아이와 어디 구경가기 고민될때 호텔 안에만 있어도 좋았습니다."
,5,코로나로 인해 맘대로 여행을 할 수 없어 작년 연말 가족과 함께 찾았습니다. 로비에서 마스크 넘어로 따뜻한 미소로 반겨주시던 직원분들이 떠오르네요. 무거운 짐가방도 힘든 기색없이 들어주시고 발열체크등 세세하게 신경 써 주시던 일이 생각이 납니다. 커다란 트리에 아이들이 신나하던 모습에 코로나로 지쳐있던 마음도 사르르 녹는 듯 했습니다. 추운날씨로 수영은 못 했지만 올 봄 다시 롯데호텔을 찾아 아이들과 신나게 물놀이 하고 싶네요
,5,해외를 못가서 벼르고 온여행인데 롯데호텔에서 만족하는 여행을 했네요~숙소도 깔끔하고 뷰도~~너무 좋았어요. 담에 또또 올게요!
,5,서울이나 부산이나 제주나~ 롯데는 믿고 선택하는 호텔입니다. 이번 여행에서는 특히 룸서비스가 감동이었어요. 감사합니다~
,5,아들 생일기념 방문한 롯데호텔 최고의숙박이였어요. 현관에서부터 친절하게 맞이해주고 로비 직원들도 항상 밝은얼굴로 인사하는 모습이 자꾸 롯데로 오게만드는것같아요.딸아이 생일때 또 방문하려고 합니다.
,5,모든시설이 넓고 쾌적했으며 동남아에 온 느낌이였습니다.수영장도 넓고 따뜻하며 음식들도 강투! 특히 랍스타 떡볶이가 맛났어요
,5,제주도 여행중 제일 만족했던게 롯데호텔이네요. 시설도 너무깨끗하고 직원들도 너무 친절하고 모든면에서 만족합니다. 제주도 여행은 무조건 롯데호텔에서
,3,윙쪽 방을 주었는데 로비에서 너무 멀었다. 규모있는 오성급호텔이고 비수기라 투숙율이 그리 높지않을 거 같은데도 호텔정문 직원이 얼리체크인 안된다고 가방 맡기라고 말함. 친절하긴 했는데 뭔가 암것도 대접받지않은 느낌... 오후 늦게 들어와 줄서서 대기하며 체크인. 외국에선 이정도급이면 설사 만실이 되어 얼리체크인이 안되어도 도착즉시 체크인 수속 다해주고 외출한 사이에 방도 배정되어 캐리어들도 이미 들여놔서 나중에 프론트에서 열쇠만 받아서 입실하도록 해주는데 아직 그런 배려는 한참 멀은 듯. 엘리베이터며 호텔장식들이 중국고객들을 주로 겨냥한 듯한 냄새가 물씬. 방크기나 침구 화장실 등 다 좋은데 올드한 스타일이며 TV도 베젤이 아주 넓은 구닥다리에 사이즈도 호텔급에 안맞는 듯. 애들 데리고 수영장놀이 할 거라면 몰라도 굳이 다시 올 것 같진 않음
,5,친구들과 계획없이 다녀 온 여행~ 도착했을때 환영합니다~하며 웃으며 차에서 짐을 꺼내주고 주차도 무료로 해준다하고 정말 환영받은 기분으로 즐거웠어요~ 저녁 맛있게 먹고 호텔 주변을 산책하는데 노랫소리가 기분UP 해 줬어요. 아쉽게도 보지는 못했지만! 꿀팀!주말 저녁에 공연한다하더라구요. 날씨도 좋고 너무 즐겁게 기분전환하고 왔어요~
,4,9월 초 아직 뜨거운 날씨에 다녀왔습니다. 주로 수영장에서 시간을 보냈는데 물이 차갑지 않고 수영하지 좋았습니다. 수영장은 어린이 풀과 미끄럼틀이 있어서 6살 아이가 좋아했습니다
,5,12층 스위트룸에 2박 머물렀는데 방도 매우 깔끔했고 서비스도 만족스러웠습니다. 특히 침대가 편안해서 휴가에서 쌓이는 피로를 해소하기에 좋았습니다. 조식도 맛이 좋아서 즐겁게 머무르다 왔네요. 추천합니다!
,5,이번에 친구들가 2박하면서 너무나 즐거웠습니다 날이 너무더워 하루는 호텔에서 놀면서 시원하게 호캉스를 보냇네요 야외수영장 사우나 락볼링장 너무나 놀거리가 많앗습니다 늘 제주도 오면 롯데호텔을 이용하는데 직원분들도 너무 친절해서 좋았습니다 다음에 제주도 가게되면 롯데호텔이용할거 같습니다
,5,"가족들과 1박2일로 다녀왔는데 너무 좋았어요! 밤에 보는 풍차 야경도 좋았고, 수영장도 너무 좋았습니다!! 호텔 직원 분들도 너무 친절해서 두배로 편안한 여행이 되었던 것 같아요 ~"
,5,"어머니랑 둘이 투숙했는데 너무 좋아요!!호텔 정원 낮에도 밤에도 너무 아름답고 객실컨디션, 직원들 서비스도 최고최고최고"
,5,호캉스를 위한 제주여행으로 롯데호텔을 선택했는 역시 탁월한 선택이었습니다.... 객실에서 사계절 온수풀 해온도 보이고 저녁에는 해온에서 공연도 하고 야경도 너무 예쁘고 즐겁고 행복한 호캉스를 보내고 왔어요
,5,"수영장이 너무 잘되어 있다는 말에 처음으로 롯데호텔 제주에 묵었는데 아주 탁월한 선택 이었어요. 호텔 입구, 프론트 직원분들의 친절한 응대에 첫 인상이 너무 좋았고, 주 목적인 야외 수영장도 관리가 잘 되어있어 워터파크 못지않은 시설에 아이와 시간가는 줄 모르고 즐겁게 보냈답니다. 특히나 밤에 조명과 라이브 가수들의 노래는 정말 분위기 최고!! 조식도 너무 맛있었어요."
